Loan Number,Obligor Name,Outstanding Balance,Committed Exposure,Loan Type,Property Type,Collateral Type,Interest Rate,Origination Date,Maturity Date,Loan Status,Country,Currency,Lien Position,Participation Flag,Net Operating Income,Value at Origination,Debt Service Coverage Ratio,Loan to Value Ratio,Cumulative Charge-offs,Guarantor Name,Guarantor Rating,Syndicated Loan Flag,Credit Facility Type,Loan Grade,Borrower Industry Code,Internal Risk Rating,Payment Frequency,Disposition Flag,Cross Collateralized Loan Numbers,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Interest Coverage Ratio,Loan Default Probability
7b7e318a-a2d0-4aef-81f2-f2447c645358,Phillips PLC,32284572.08,32617943.21,Revolving Credit,Office,Real Estate,5.73,2021-12-05,2034-02-05,Closed,GH,INR,Mixed,No,4546262.89,4032904.32,2.74,1.38,440332.35,Haney and Sons,A,Yes,Refinancing,BB,5412,B,Monthly,Disposed,WT-####,245819114.51,258412477.7,67351858.06,11394566.65,154562330.24,54290147.7,20445242.27,7.92,0.05
a48d5aca-3683-4216-8c7e-7b9ce9f6d670,"Evans, Powell and Matthews",23932234.13,50018342.57,Revolving Credit,Retail,None,11.28,2024-06-09,2029-12-26,Closed,PL,EUR,First Lien,No,2437228.14,12767764.74,2.82,1.35,445614.95,Long-Walton,A,Yes,Expansion,BB,3558,E,Quarterly,Disposed,vr-####,218049435.17,319743201.52,3849015.99,29803520.31,91437531.74,193700193.72,20321355.47,7.7,0.22
41b4ab33-e837-4fcd-abcd-837f15771174,Harmon-Williams,41660537.47,8738908.12,Bridge Loan,Hotel,Equipment,8.36,2020-08-22,2027-08-07,Active,MD,INR,Mixed,No,5787034.22,11450484.7,2.12,1.17,275809.64,"Henderson, Ross and Hughes",D,Yes,Acquisition,AA,5158,E,Annually,Retained,Il-####,272839479.91,43366009.17,71390085.3,830217.24,112342811.34,161378761.16,20778931.65,5.63,0.28
79133cf0-552c-459e-aedd-ba66db8ff0dc,Powell-Herring,41953715.81,8188581.8,Term Loan,Industrial,Inventory,2.86,2024-09-24,2031-05-06,Active,NI,EUR,Mixed,No,3762683.6,15489065.59,1.62,0.95,482480.13,Taylor-Fitzgerald,D,No,Working Capital,AAA,5207,C,Quarterly,Disposed,Jr-####,401682726.25,367331736.99,93435849.22,27455093.74,361505414.29,155968866.97,6070799.68,8.84,0.28
b66f8857-8a81-42e9-9516-844e3a778cea,Garrett and Sons,27084287.19,43452573.18,Bridge Loan,Office,None,6.75,2024-09-22,2034-03-26,Defaulted,AM,EUR,Subordinate Lien,No,8548576.73,14721493.34,2.51,1.46,130252.92,"Yang, Hubbard and Pham",E,Yes,Refinancing,AA,6797,E,Monthly,Retained,YI-####,366558255.03,270432896.36,8271436.85,31752245.2,416638842.96,31072653.03,26244183.27,6.34,0.08
3491866e-9d65-4f11-9b6a-1f6a64bbc0bf,Harrison and Sons,39291272.89,51061232.8,Term Loan,Hotel,Equipment,11.91,2023-10-03,2026-12-10,Defaulted,CF,EUR,Subordinate Lien,No,901614.56,6565882.4,1.56,0.5,211356.71,"Munoz, Berry and Gomez",A,Yes,Working Capital,CCC,5187,B,Annually,Retained,ib-####,270682641.12,8649350.99,55928801.55,8204732.36,63202949.28,121919683.1,16299420.54,2.52,0.14
a4075c76-6645-4027-90d8-ab429c52776a,"Spencer, Morse and White",7955582.19,466226.37,Bridge Loan,Mixed,Inventory,8.72,2021-05-25,2033-01-03,Defaulted,MK,USD,Mixed,Yes,1903456.88,6559653.1,2.89,0.72,579827.08,Torres Inc,E,Yes,Working Capital,B,6091,D,Annually,Retained,Hi-####,362409381.07,297223824.6,1449408.15,18040744.72,257341294.89,195251445.79,9852753.24,4.5,0.08
0c01d2be-87f0-47c6-9667-6f4dfda3892c,"Cruz, Schneider and Andrews",6541074.43,14402201.74,Revolving Credit,Office,None,2.07,2024-02-08,2033-03-05,Defaulted,MZ,GBP,Mixed,No,945149.14,11494407.44,2.86,0.99,874110.1,Beck Inc,E,No,Acquisition,AAA,1666,B,Annually,Retained,dt-####,381370543.19,316943923.13,43724502.73,5824796.63,286619736.04,130419726.33,4924219.47,8.0,0.15
a1e64147-dbca-4d23-acd0-6f482634e37d,Wolfe-Santiago,25341361.57,47171834.17,Term Loan,Mixed,Inventory,3.67,2020-12-13,2031-09-08,Closed,MN,USD,Subordinate Lien,Yes,8002222.17,16396559.14,2.2,0.78,343044.4,Pittman LLC,B,No,Working Capital,B,8803,B,Quarterly,Disposed,No-####,387824235.36,11009093.45,26457639.95,2555674.46,196577586.97,31236147.09,10616175.71,1.83,0.16
6bbac023-4905-44a2-b54b-2b5e02367278,"Conley, Davis and Molina",3569299.0,21882884.05,Term Loan,Mixed,None,3.83,2024-11-15,2033-04-05,Defaulted,AU,USD,Mixed,Yes,1703508.18,16707210.83,1.07,1.07,902342.74,Gonzalez-Strickland,A,Yes,Working Capital,AAA,9877,C,Annually,Retained,jS-####,100501370.42,280937547.42,60387891.0,17526047.95,393521026.1,45921694.78,10102822.94,6.37,0.21
c3a12d43-9c24-44ce-bcee-e987710245d9,"Parrish, Lawrence and Young",9268931.77,58222542.04,Revolving Credit,Industrial,Inventory,3.91,2024-07-01,2028-11-15,Closed,DO,GBP,Subordinate Lien,No,3813997.38,4087096.38,2.18,1.27,679098.54,"Smith, Robinson and Nelson",C,No,Refinancing,A,7424,B,Quarterly,Retained,Ve-####,248680042.65,291916189.8,19764411.94,15538675.77,250893436.78,160571897.55,27441980.81,6.16,0.22
62dcd939-c159-48ce-9e65-2a7a59fbf523,"Larson, Smith and Watson",26859804.16,16050917.72,Bridge Loan,Hotel,Inventory,3.97,2023-07-23,2028-12-27,Closed,SV,USD,Subordinate Lien,No,7704640.08,16517335.19,2.6,0.8,283381.61,Lee-Montgomery,B,Yes,Expansion,AA,3786,D,Monthly,Retained,Tb-####,370705658.85,175554553.99,90004315.82,9567891.18,395228783.65,32494902.4,7959496.81,5.76,0.24
97da18a3-3d40-43f8-a897-7ce1e060572b,"Price, Rogers and Mills",10917668.08,45182329.96,Bridge Loan,Hotel,None,8.71,2023-11-11,2030-08-17,Active,KH,EUR,First Lien,No,7522013.91,2010832.22,1.13,1.21,199889.8,Joseph LLC,B,Yes,Acquisition,CCC,5582,B,Monthly,Disposed,zl-####,445759376.4,107080928.88,6059057.64,39407910.34,334011680.79,111083344.35,18587398.86,3.82,0.28
0703c937-cd04-4ac3-bb93-095b4d8c6e0e,"Thompson, Lowery and Gonzales",9653335.1,43221797.37,Revolving Credit,Mixed,Real Estate,5.78,2023-03-02,2027-10-21,Closed,MU,GBP,First Lien,No,6741981.58,17706957.07,1.86,1.47,842159.87,"Bond, Rowe and Bond",C,No,Acquisition,A,2669,E,Annually,Retained,MK-####,429907606.9,326191371.95,41893236.31,45146216.67,300178992.78,154426626.88,5265859.51,3.6,0.18
4a514713-7c94-4c35-a66c-d69fc598fc4f,Wilson-Montgomery,828187.62,49771897.61,Revolving Credit,Office,Equipment,7.19,2022-03-11,2034-06-09,Defaulted,KE,USD,Subordinate Lien,Yes,7536311.32,18997172.45,2.79,0.63,443340.17,"Jackson, Mahoney and Lee",E,Yes,Acquisition,CCC,2332,A,Quarterly,Disposed,Bq-####,453514058.44,325517804.73,80849858.84,47071953.44,96838067.22,117937446.15,17140193.93,2.0,0.22
a55bc7ab-a634-4db4-a990-61ac04dd480b,Day PLC,37014510.11,29738936.04,Revolving Credit,Office,Equipment,6.59,2021-02-19,2030-01-12,Defaulted,CD,EUR,Subordinate Lien,Yes,8666006.46,6952800.67,2.53,1.29,574065.01,Williams Group,B,No,Expansion,BB,5699,C,Quarterly,Disposed,HS-####,58586729.4,156710905.1,37217344.28,34261942.77,160780812.74,120874434.98,8391293.64,4.92,0.06
8e218335-7bcc-4bfc-a2c4-9ebcb9f0f682,Wright-Herrera,36877979.47,20273807.44,Bridge Loan,Office,Real Estate,8.79,2024-01-17,2027-06-08,Closed,LT,USD,Subordinate Lien,Yes,1008019.81,3211740.14,1.6,0.56,352085.55,"Anderson, Ewing and Shah",E,Yes,Working Capital,CCC,8770,C,Monthly,Retained,iv-####,111135569.25,53758601.07,10384495.9,26153249.91,144815305.22,27620220.1,18197428.39,2.07,0.19
4ac27ff2-a517-4140-ada2-3c733eb1522b,"Dalton, Proctor and Buchanan",47497102.74,29374130.59,Revolving Credit,Office,Real Estate,8.69,2025-03-04,2029-02-20,Defaulted,CG,EUR,First Lien,Yes,2183291.21,18722724.43,2.71,0.67,13276.84,Yang Group,A,Yes,Acquisition,AAA,8829,A,Monthly,Retained,XP-####,192638558.66,201918446.69,46206248.97,48082564.72,11872046.21,83257459.52,5236339.97,4.0,0.23
c30e83fc-5f65-430f-baa1-c467abc33813,Russell-Herrera,45756606.87,21678631.22,Revolving Credit,Hotel,Equipment,10.92,2021-10-27,2032-03-24,Active,SK,INR,Subordinate Lien,Yes,279561.11,9740691.48,1.27,1.03,629752.21,Acosta PLC,B,No,Refinancing,CCC,3893,C,Annually,Retained,DA-####,17879553.2,399144101.06,89401043.23,29065921.41,257146077.54,77443002.96,19761832.22,2.68,0.15
26132061-7e45-4cd1-963a-0bdeb3510fc1,"Spencer, Lopez and Carter",26386024.0,33084783.19,Revolving Credit,Retail,Equipment,7.66,2024-04-14,2033-02-15,Closed,HR,INR,Mixed,No,5851720.27,1060611.67,2.94,0.77,818378.45,"Martinez, James and Wilson",D,No,Acquisition,B,5440,C,Quarterly,Disposed,vk-####,499561471.98,129202819.03,78495500.53,13465428.54,492067653.24,112001963.86,14156259.66,9.91,0.24
849e42e1-3a8c-4f0e-abb5-4cd28953c11f,Henry-Cox,2850154.78,50769748.09,Term Loan,Mixed,None,3.12,2023-12-22,2034-03-03,Defaulted,HR,INR,Mixed,Yes,6082172.59,9588114.56,2.42,1.04,763908.39,Mcgee-Patterson,B,No,Working Capital,A,8672,E,Monthly,Retained,FH-####,297248772.02,378647314.3,87854127.94,40856538.48,357976440.04,135250900.94,29356021.91,1.91,0.24
7331d6fe-6f54-49de-8afa-4dcb1a6274cf,"Carson, Hill and Moore",43238195.95,12392148.95,Bridge Loan,Industrial,Inventory,4.78,2021-07-11,2026-10-26,Active,HU,INR,Subordinate Lien,No,9325194.36,8655640.04,1.04,0.66,112900.74,"Carrillo, Thompson and Patton",B,Yes,Acquisition,A,5100,D,Monthly,Retained,ml-####,307618964.13,304719645.28,40754754.29,28175844.7,211012328.83,101079760.9,18877053.44,8.45,0.13
554c7608-dd20-40eb-ad66-a24a4eec0b78,Swanson-Allen,7763771.95,8199648.22,Bridge Loan,Office,Equipment,2.47,2023-07-04,2031-03-30,Defaulted,GQ,INR,First Lien,Yes,9168541.7,18712320.95,1.05,1.03,289226.61,Cooper-Lopez,B,Yes,Expansion,BBB,5942,A,Monthly,Retained,iw-####,428014884.79,192624473.97,92346446.35,1632556.22,335031035.91,123116002.67,13351896.85,7.24,0.24
290e5788-64d3-4fc1-bb0a-dfb911f16c7b,"Martin, Williams and Cox",40040898.93,31394558.74,Revolving Credit,Industrial,Inventory,9.7,2020-04-03,2029-09-06,Closed,GW,GBP,Mixed,No,9438742.51,3858334.55,2.61,0.71,667203.1,Anthony Group,E,Yes,Working Capital,A,3382,D,Annually,Disposed,Xq-####,457789039.94,242848995.17,98604354.07,35534765.68,281557916.31,177091414.02,10657232.58,4.42,0.06
8efc9658-2330-4c32-ab5e-d51bba33bde1,Villa-Hensley,21611237.05,16507711.32,Revolving Credit,Office,None,7.27,2020-05-24,2028-12-13,Closed,SG,USD,Mixed,Yes,1833726.44,1138653.57,1.11,0.5,889950.38,Davis-Bishop,D,No,Expansion,B,9151,C,Monthly,Retained,ps-####,155828104.11,78937092.77,94332996.18,20086867.28,239019476.96,12692905.92,2836327.15,5.36,0.05
c8f867d6-48ae-4158-9f84-7180251ac603,Rogers Group,31926468.66,20563044.28,Term Loan,Hotel,None,8.99,2023-05-15,2033-05-17,Defaulted,LY,GBP,Subordinate Lien,Yes,2446518.88,3175797.92,2.76,0.66,902947.31,"West, Sanford and Heath",C,Yes,Acquisition,BB,6750,A,Quarterly,Retained,JW-####,206538855.08,254691489.01,12661451.49,24925804.27,471783796.6,78017654.22,1415131.7,8.56,0.01
d5e58a1a-3742-4a3d-8e4a-f6dfdb2b4e9a,"Mcdaniel, Padilla and Todd",35383943.46,13292002.55,Revolving Credit,Hotel,Equipment,2.14,2021-08-15,2028-02-14,Active,VC,USD,Subordinate Lien,No,4481857.65,15038898.18,2.87,1.28,145551.14,Wilkinson-Mcguire,B,No,Refinancing,A,1303,E,Monthly,Disposed,xU-####,485835544.76,379224388.88,26240333.78,14411957.26,19633578.9,133018833.5,1577280.77,1.12,0.02
ff1886cb-88ed-4286-8b05-4c3f1a851640,Arnold-Marshall,12545904.69,20088400.36,Bridge Loan,Hotel,Equipment,7.33,2023-01-05,2035-01-16,Closed,IR,EUR,Mixed,Yes,2923133.26,3621182.28,2.05,0.64,889977.63,"Davis, Edwards and Harrison",B,No,Working Capital,A,8408,A,Annually,Disposed,th-####,489799225.35,258169427.12,64351937.28,38771391.22,306776656.62,156221303.48,29041023.61,6.36,0.16
2d3d9f64-98fc-4097-a9fe-c068e3410a1d,Raymond Ltd,1017164.79,50427186.31,Revolving Credit,Office,Equipment,10.95,2020-11-16,2027-12-12,Closed,KH,GBP,First Lien,No,5726729.29,6984561.18,1.88,0.88,337672.52,Burgess Group,D,Yes,Expansion,B,9226,B,Annually,Disposed,LT-####,275615934.3,186327736.82,25207083.38,20254402.19,439385779.63,53082774.72,29558177.0,3.51,0.04
1261fa9e-f522-45a4-bbd2-a78129be93a5,Robinson LLC,10088676.03,44180736.82,Revolving Credit,Retail,Equipment,6.0,2022-06-14,2028-04-30,Active,LT,INR,First Lien,No,2997009.11,16319767.26,2.44,0.8,48001.62,Bauer Inc,E,No,Working Capital,A,4157,D,Quarterly,Retained,RP-####,361994072.56,384998227.13,62215373.76,43852405.92,478647140.64,4622243.19,17676912.6,9.64,0.16
947262d0-02a0-4031-83c4-cdd0cb07e531,"Fernandez, Smith and Hoffman",14231403.74,2168008.09,Term Loan,Mixed,Equipment,7.03,2020-05-28,2027-02-16,Closed,JP,INR,Mixed,Yes,9371116.39,18763231.11,1.29,1.08,919380.44,Gordon LLC,E,Yes,Expansion,BBB,1093,D,Annually,Retained,AE-####,457045028.42,311629512.72,84566638.36,23312041.7,312854749.76,29317059.55,17121279.64,3.6,0.16
4ef965d0-d648-4b3d-85df-ff66c697c31f,Vega LLC,46698578.96,29268710.07,Revolving Credit,Office,None,4.55,2025-03-15,2033-11-04,Defaulted,ME,INR,First Lien,Yes,6594467.95,4027653.27,1.61,0.7,245517.92,"Walker, Brown and Stevens",C,No,Refinancing,BB,7881,C,Annually,Retained,CI-####,334999376.41,205980317.14,7546254.0,11647888.04,425040865.62,59263422.71,20955762.25,3.12,0.17
06e334f8-f0a3-40c7-b849-0a1bf1b61411,Herring-Parker,6006710.89,24917320.34,Revolving Credit,Industrial,Real Estate,4.98,2024-04-23,2030-12-04,Active,SM,USD,Mixed,Yes,4997168.45,9276012.96,1.32,0.91,630846.22,Ruiz-Hawkins,E,Yes,Working Capital,AA,9824,D,Annually,Retained,jS-####,70984101.29,36379711.92,28099524.31,21419545.97,170566380.63,175131767.22,17493590.11,4.04,0.14
b3f09136-d4e2-43df-b48e-33d58b5c7808,Rivers-Williams,41837032.42,31592159.33,Revolving Credit,Hotel,Inventory,5.96,2025-01-16,2027-12-03,Closed,HU,USD,First Lien,Yes,7637519.56,16898165.63,1.69,1.3,430043.8,Salinas-Brown,E,No,Working Capital,A,5368,D,Monthly,Retained,qR-####,72975908.39,380352830.14,69733829.1,36660828.09,189295220.07,29295615.78,19131673.91,9.94,0.12
57f8e500-2faf-47cb-abd2-a78806c464e4,Green Ltd,15705011.28,35749286.64,Term Loan,Retail,Inventory,4.45,2025-03-10,2031-03-08,Closed,AR,USD,Mixed,No,7519249.78,5038249.03,1.27,1.2,435971.73,Gilbert and Sons,B,No,Refinancing,AAA,3327,D,Monthly,Disposed,yX-####,325749560.96,106210026.85,36345727.49,25605994.78,249756067.34,161298538.04,9596172.93,7.14,0.17
b678110d-13c5-47a8-a81c-1e88d5e451b3,"Lee, Jones and Gordon",38713964.81,36237301.81,Bridge Loan,Industrial,Equipment,2.9,2024-08-27,2034-11-24,Defaulted,BH,USD,Mixed,No,9531662.29,306857.66,1.77,1.21,128405.66,Mcbride Ltd,E,Yes,Acquisition,CCC,2085,E,Annually,Disposed,vo-####,278569440.85,43912723.82,52817307.97,6163643.3,374925219.32,3170080.21,1120245.73,9.29,0.13
4383d860-95eb-45d3-89d0-e20e51762c1b,"Walters, Parker and Chapman",14619234.62,30808595.96,Revolving Credit,Mixed,Real Estate,11.12,2020-03-15,2028-07-23,Defaulted,LU,INR,Subordinate Lien,No,9590717.53,2983774.55,1.32,1.16,320063.91,"Berry, Roberts and Burch",B,Yes,Expansion,A,5658,D,Quarterly,Disposed,gh-####,97968874.24,49819784.2,16159765.45,7844881.82,343469831.54,159284687.71,6850939.62,8.52,0.1
b4f68bae-1006-4342-8c9d-58e69a8c73b2,"Hall, Harrison and Thomas",35417279.58,31232160.94,Term Loan,Retail,Inventory,9.83,2020-06-07,2027-09-04,Defaulted,GH,USD,Subordinate Lien,No,7321291.11,14307685.32,2.57,0.89,677299.95,Rodriguez Group,B,No,Refinancing,AA,3477,D,Annually,Disposed,Sm-####,308850942.7,284302516.39,35043825.06,49661919.69,383112916.31,3255958.1,20081718.48,6.14,0.23
8da1fbb1-afaf-4d36-be2a-94c207acee3e,Newman Inc,46604395.43,48478946.79,Bridge Loan,Office,Real Estate,9.57,2020-01-02,2028-10-19,Closed,ES,USD,Mixed,No,5918426.36,12469938.78,1.09,0.5,85527.99,Edwards-Fisher,D,No,Acquisition,CCC,8307,D,Annually,Retained,hw-####,75841958.92,170828508.31,3153021.91,41862324.81,350447422.19,13711827.15,29118315.82,9.63,0.07
03123728-74eb-4fc6-9654-e1f6863997f7,Williams Ltd,20620545.23,4643787.0,Term Loan,Industrial,Inventory,9.63,2021-08-22,2027-06-05,Closed,AG,USD,First Lien,Yes,1590808.91,4364820.48,1.6,1.0,970743.51,"Meza, Nelson and Williams",A,Yes,Acquisition,AAA,3521,C,Quarterly,Retained,ih-####,173235074.57,84787176.49,97184190.88,41547656.5,349618660.31,190076915.9,2100848.93,2.6,0.23
31efb833-dcc9-4d3c-bcf5-1ffacc8e1f2a,Jordan and Sons,40324456.33,36761705.13,Bridge Loan,Mixed,Real Estate,2.9,2021-07-28,2027-08-06,Active,PG,GBP,Subordinate Lien,Yes,6273167.45,16370773.78,2.77,1.33,340062.29,"Gay, Walker and Rodriguez",B,No,Working Capital,BB,3216,E,Annually,Retained,GA-####,409656275.71,262969504.28,57841164.62,25166280.92,227935075.61,16311280.44,7027205.9,8.19,0.1
5cd17c5f-5335-4fe2-a837-c65b959a429b,Potter-Wood,31044614.15,43044065.58,Revolving Credit,Hotel,Inventory,8.87,2023-02-28,2034-08-23,Closed,EE,USD,Mixed,Yes,2265647.14,10707161.71,2.28,1.44,503495.15,Fisher-Brown,B,No,Acquisition,AA,4381,C,Monthly,Retained,FC-####,457831475.98,264156892.67,52995010.52,25298994.34,320572283.86,96490243.88,20455158.48,6.59,0.12
524a4043-7d60-4e0c-95e0-eee68c6d54f1,"Velazquez, Foster and Rogers",4521842.22,21672426.24,Bridge Loan,Retail,None,5.54,2022-10-24,2030-01-07,Defaulted,SM,USD,First Lien,No,8702566.57,18343264.13,2.53,0.87,844277.64,Baker-Fowler,A,No,Expansion,A,9315,E,Annually,Retained,mk-####,93816735.56,303023318.88,4830342.51,655811.41,129836622.82,33222037.46,4253349.36,9.35,0.06
48275b8a-dc3c-48af-bf09-35af1ae342f4,Mills-Jones,27017978.06,8159263.86,Term Loan,Mixed,None,3.79,2023-04-15,2034-10-29,Defaulted,DM,USD,Mixed,Yes,6108824.4,19275009.45,2.56,0.55,904207.83,"Rush, Walker and Hamilton",B,Yes,Refinancing,AAA,9877,A,Annually,Disposed,AA-####,205849756.24,150942207.56,30606023.02,13566528.93,70310136.58,149366715.53,4315754.53,2.43,0.29
7ba58fa0-cf3c-4d56-853a-3951f0cf3b59,Perry-Norton,4292020.68,895326.99,Bridge Loan,Mixed,Equipment,4.53,2022-11-29,2030-10-19,Closed,KG,USD,First Lien,Yes,9162419.59,9226692.57,1.99,1.28,289831.17,Nichols-Ramos,B,Yes,Refinancing,BB,3653,A,Quarterly,Disposed,YX-####,260541364.26,139716066.16,92813927.64,49320775.22,376802834.63,54511815.23,6530499.33,5.21,0.22
ec469f54-805a-4706-9403-ba636710b7cd,"Smith, Schmitt and Delacruz",29731941.93,6235201.55,Revolving Credit,Industrial,Equipment,4.79,2025-03-01,2029-11-18,Active,BW,EUR,Subordinate Lien,No,569046.7,17981392.89,2.36,0.84,80456.58,"Short, White and Carpenter",D,No,Refinancing,BBB,4132,C,Monthly,Retained,wV-####,255071551.4,387388181.7,2270905.99,47997220.84,236824152.4,78273836.8,13349898.8,1.28,0.27
dda63c35-a7b2-4d72-aaa6-61942f29da4c,Fuentes-Campbell,43438948.4,56803348.89,Term Loan,Office,None,9.63,2024-05-27,2030-04-10,Closed,KE,EUR,First Lien,No,9799240.24,16688804.66,2.74,1.2,56526.92,Garcia-Mooney,E,No,Acquisition,AA,6619,E,Monthly,Disposed,cr-####,125515198.15,221626340.45,92127651.09,44016199.2,236155600.6,127003611.83,1439036.78,6.84,0.26
2e593013-dc5e-44e5-9564-8af0eb06d2eb,Davis PLC,34519419.9,41457908.89,Bridge Loan,Mixed,Real Estate,11.53,2024-01-08,2029-02-13,Defaulted,CU,USD,Subordinate Lien,Yes,5634192.42,16941795.07,2.74,1.29,391673.84,Wallace PLC,E,Yes,Acquisition,BBB,8482,C,Annually,Retained,Kx-####,173955263.62,229319100.94,65558183.09,49231932.24,19029690.56,83419405.58,19623098.11,7.79,0.18
cb3714ba-62c4-4f8e-84d5-b9973d4b31a5,Nelson Inc,32154932.68,56572939.2,Term Loan,Office,None,1.95,2023-01-11,2029-10-28,Closed,FJ,INR,First Lien,No,3888282.86,2393443.96,1.85,1.25,256130.65,"Hall, Thomas and Wells",C,Yes,Expansion,A,1083,C,Quarterly,Disposed,Ov-####,266845257.42,157349990.47,99066998.12,28911783.91,28955128.37,60157968.16,20999702.85,2.23,0.02
cf9cbbb3-3dd2-4733-9036-e8d8fb67f2b7,"Lewis, Moore and Miller",44936742.27,40897227.23,Bridge Loan,Industrial,Inventory,8.26,2024-12-19,2033-02-14,Closed,AT,INR,First Lien,Yes,1725089.34,18357682.09,2.44,0.9,439754.58,"Lam, Sanchez and Hart",E,No,Acquisition,A,2543,C,Monthly,Retained,FJ-####,40776921.74,226951496.9,84582077.71,19334505.09,164969675.96,77735653.34,19075958.26,2.69,0.17
d4174ee9-6953-4401-bb90-2e841fb897ab,Johnson-Pierce,42683465.67,43760926.04,Revolving Credit,Hotel,None,5.94,2024-01-11,2030-11-02,Closed,ER,INR,First Lien,Yes,8083328.04,11456075.54,1.87,0.6,18598.26,Keller-Wood,E,No,Acquisition,AA,7183,A,Monthly,Retained,FT-####,85662146.24,290990344.76,89935342.2,6600325.39,219826932.48,57283082.21,2428234.54,6.52,0.23
54c68094-3109-42a1-aa6e-5dceb652d802,Buck-Atkins,16842659.64,9269642.41,Bridge Loan,Mixed,Inventory,4.42,2022-07-29,2031-08-14,Defaulted,BN,GBP,Subordinate Lien,Yes,358672.07,215770.52,2.0,0.58,177760.03,Villanueva-Gill,C,Yes,Acquisition,A,2260,C,Quarterly,Retained,zQ-####,458016171.3,310393966.57,33027776.47,24979154.64,230475571.34,199810898.24,6887310.66,8.32,0.14
af7c006a-1624-4a86-b510-0b8c0180cab8,Butler-Sharp,11910159.41,7413458.67,Revolving Credit,Mixed,Equipment,2.93,2024-05-10,2031-10-07,Closed,SR,USD,Subordinate Lien,Yes,7095830.86,2272369.44,1.14,0.57,295743.96,Salinas-Parrish,E,No,Expansion,CCC,6488,E,Quarterly,Disposed,xd-####,137500057.03,145214742.32,74066671.87,15714401.15,109288281.46,113432028.1,13301694.72,9.07,0.15
f9d590e6-388a-4377-b039-5a8b0eeb092e,Richards Ltd,45306153.18,43646119.3,Term Loan,Office,None,10.3,2023-11-13,2029-03-29,Closed,NZ,GBP,Mixed,No,9790386.12,3727342.25,2.57,1.31,129619.17,"Medina, Pena and Richardson",C,No,Refinancing,A,4402,B,Quarterly,Disposed,Tr-####,414462710.21,384477271.77,38281962.61,20225867.64,299129221.46,47740423.57,8607427.74,1.32,0.06
e5eb4c5c-53aa-41da-bc5b-a336e4e01c63,Perkins-Brewer,7649200.55,32695391.07,Bridge Loan,Mixed,Inventory,11.79,2021-09-18,2032-07-22,Defaulted,LR,EUR,Subordinate Lien,No,885041.75,6653197.27,1.47,1.31,737321.57,"Leblanc, Lindsey and Tanner",A,No,Refinancing,B,7862,E,Monthly,Retained,TV-####,165286087.96,105420425.3,55212136.0,38335135.47,451422920.2,134451357.36,23062917.53,8.31,0.2
da06602f-094a-4010-9779-47d21512949a,Franklin-Reid,23377935.29,51550087.15,Bridge Loan,Hotel,Equipment,2.99,2023-07-21,2030-07-31,Active,SG,GBP,First Lien,No,5244170.15,8814612.42,1.2,0.55,281167.7,"Forbes, Trevino and Knight",A,Yes,Expansion,A,7922,E,Quarterly,Retained,vH-####,282606155.63,385812106.33,92798144.54,28771504.74,409768333.06,151091193.4,28815911.02,5.19,0.16
5a6d26f2-8c24-47d7-ae03-92acc587f835,Farrell-Estes,30652986.15,9110530.75,Revolving Credit,Retail,None,4.25,2021-08-12,2028-03-25,Active,ML,GBP,Mixed,Yes,8306841.01,2983569.26,2.46,1.08,520482.44,"Booth, Carroll and Brown",E,Yes,Expansion,CCC,3883,A,Annually,Disposed,pT-####,287858009.2,347662013.92,73076450.17,39782381.03,159913695.24,36345246.22,27897510.62,4.42,0.29
439d94cc-ddd2-404e-9144-3198440df080,Gordon PLC,9047702.04,17747586.78,Term Loan,Office,Inventory,2.55,2024-07-21,2031-04-10,Closed,VA,GBP,Subordinate Lien,No,5988187.67,4210444.29,2.46,0.95,698659.3,Richards Group,D,Yes,Acquisition,A,6651,C,Annually,Disposed,nK-####,56946239.47,156896759.24,10506648.1,28588446.1,468667826.92,26106720.2,26185186.55,4.18,0.26
71516184-eaeb-47f0-a915-fba36244c9cb,Rangel Group,27026353.55,41655554.77,Revolving Credit,Retail,Equipment,4.54,2024-03-28,2030-08-04,Active,LA,USD,First Lien,Yes,8900492.01,15136366.77,2.83,1.0,888369.84,Smith Inc,E,Yes,Expansion,AA,9570,D,Quarterly,Retained,lx-####,86427666.76,219819902.82,88898470.71,36197194.56,259510649.42,145029972.68,20629205.4,3.41,0.26
ea972766-5f68-403d-9045-50185f2a5d28,Olson-Singleton,34399456.67,3247710.72,Revolving Credit,Retail,Inventory,7.48,2020-02-18,2026-03-21,Closed,KW,USD,Mixed,No,2748101.25,5234886.16,1.47,1.02,202456.03,"Jefferson, Moran and Wells",B,No,Expansion,BB,3730,E,Annually,Retained,SH-####,357734391.93,119218190.57,53264895.69,29177482.32,98401370.63,40870454.37,12716117.71,2.53,0.05
a7aa2224-1201-4332-ae48-de4b31f80c34,Patton LLC,12359208.64,30952642.32,Bridge Loan,Retail,Real Estate,6.81,2021-03-15,2033-08-15,Active,VU,GBP,First Lien,No,5024260.71,12551016.94,2.71,0.99,399399.63,Browning and Sons,E,No,Acquisition,CCC,3974,C,Quarterly,Disposed,sh-####,427061899.98,21499699.9,73120074.16,7079460.69,393170762.84,16752199.34,973501.09,3.31,0.18
